Total Electricity Consumption (A),Total Fuel Consumption (B),Energy Consumption Through Other Sources (C),Total Energy Consumption (A+B+C),Total Renewable Energy Consumption,Total Non-Renewable Energy Consumption,Energy Intensity,File Name,ATTACHMENT_x,ATTACHMENT_y
56323.0,321253.0,0.0,,,,173.5890091,Bajaj_Healthcare_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BAJAJHCARE_06092024234920_BRSRBHL.pdf
45803.7152,27511.7051,,,,,1.0,Bajaj_Hindusthan_Sugar_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BAJAJNEAPS1_31052024152336_Business_Responsibility_Sustainability_Report_31032024.pdf
584.0,,,,,,7.61,Bajaj_Holdings_&_Investment_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BAJAJHLDNG_27062024141852_BHILIntimationBRSR.pdf
7958.0,36066.0,,,,,8.7,Bajel_Projects_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BAJEL_30072024163452_BRSR29072024sign.pdf
34921250.0,97462.0,85.0,,,,0.3856,Balaji_Amines_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BALAMINES_25062024163121_BRSR.pdf
,,,133.81,,,1.0,Balaxi_Pharmaceuticals_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BALAXI_31072024174248_Intimation.pdf
393177.0,6306710.0,,,,,15.43,BALKRISHNA_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BALKRISIND_04072024115514_CoveringletterBRSRcombinedsigned.pdf
57.24,19417.7,0.0,,,,,Balmer_Lawrie_&_Company_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BALMLAWRIE_03092024194033_FinalSEBRSR23_24BL.pdf
3.0,,,,,,2.744,Balrampur_Chini_Mills_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BALRAMPURC_10072024001108_BCML_BRSR_2324.pdf
64298.0,5852.0,,,,,1.81,BALU_FORGE_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BALUFORGE_06092024232849_BRSR.pdf
,,,,,,,BANARAS_BEADS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BANARBEADS_28062024163618_BRS.pdf
50817.61,1174.73,,,,,0.062,BANCO_PRODUCTS_(I)_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BANCOINDIA_22082024143607_BSENSE_BRSRDSC.pdf
6.085,0.006,,,,,1.0,Bandhan_Bank_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BANDHANBNK_29072024184908_Annual_Report_FY_2023_24_Bandhan_Bank.pdf
987447.27,72475.68,,,,,2.16690982e-05,Bank_of_Baroda_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BANKBARODA_11062024131139_NSEBRSR1006.pdf
417109.1,27829.2,,,,,,BANK_OF_INDIA_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BANKINDIA2_03062024191356_BRSR.pdf
159376.5,5389.2,,,,,,BANK_OF_MAHARASHTRA_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/MAHABANK_27052024171725_LettertoSE_BRSR.pdf
34160.0,1358683.0,0.0,,,,25.3,BANNARI_AMMAN_SUGARS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BANARISUG_30082024173001_BRSR2024SE.pdf
117994.0,54712.0,,,,,76.9,Barbeque_Nation_Hospitality_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BARBEQUE_17072024163442_SubmissionOfBRSRFY24.pdf
69794.6,41246.7,74523.6,,,,1.5324914,BASF_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BASFIL_09072024141801_SEletterBRSRsigned.pdf
26549.75,6745.07,,,,,,Bata_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BATAINDIA_15072024192356_BRSR2024.pdf
226888560.0,2471235155.0,,,,,0.2039507108,BCL_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BCLIND_23082024172531_BRSR.pdf
42585212.0,9865693.0,0.0,,,,30155.0,BEML_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BEML_29082024161922_BRSRFullSigned.pdf
148849387.0,67696934.0,0.0,,,,552.955,BERGER_PAINTS_(I)_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/PAINTBERGE_20072024182506_BRSRfinal.pdf
,,,,,,1.0,BEST_AGROLIFE_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BESTAGRO_06092024201633_BRSR.pdf
,,,,,,1.0,BF_INVESTMENT_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BFINVEST_08072024132822_BRSR_BFIL_08072024.pdf
,461859.0,,92261.0,,,0.0,Bhageria_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BHAGERIA_09082024212533_bsensebrmerged.pdf
109540.0,356451.0,,465991.0,,,1145.0,BHAGIRADHA_CHEMICALS_&_INDUSTRIES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BHAGCHEM_17072024174553_seinitmation.pdf
122756612.0,71557694.0,,,,,0.0265,Bhansali_Engineering_Polymers_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BEPL_12062024180413_BRSR202324Signed.pdf
33790896.0,20477109.46,0.0,0.0,,,183.74,Bharat_Bijlee_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BBL_06082024175957_BBlBRSR20232024.pdf
70721.0,2218.0,15027.0,15027.0,,,4.425236592145856,Bharat_Dynamics_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BDL_04092024115754_BRSRBDLSE04092024.pdf
127068.04,1658.3,74709.0,,,,6.0,Bharat_Electronics_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BEL_05082024203715_SignedNSE.pdf
847582.0,10.0,0.0,552233.0,,,9.98,Bharat_Forge_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ANILSHINDE_16072024190735_SEIntimationBRSRsigned.pdf
879106.76,1642736.83,,,,,252.61,BHARAT_HEAVY_ELECTRICALS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BHEL_30072024171011_lettertoSEBRSRcorrection300724.pdf
4135.52,122619.99,0.0,,,,,Bharat_Petroleum_Corporation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BPCL22_08082024183607_1stexchbrsr1.pdf
33391647.0,189767.0,,,,,4360.48,BHARAT_RASAYAN_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BHARATRAS_22082024142414_Annual_Report_31_03_2024__BHARATRAS.pdf
,82.656,28262.099,,,,1.0,BHARAT_WIRE_ROPES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BHARATWIRE_30082024195207_BRSR.pdf
2367025.0,228335.0,,,,,0.04,Bharti_Airtel_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BHARTIARTL_30072024193008_SignedSTXIntimationBRSR.pdf
671807.0,289882.0,,,,,0.17,Bharti_Hexacom_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/HexacomApril20_09082024120901_BHL_BRSRsigned.pdf
6500.0,128.0,0.0,6628.0,,,1.0,BIGBLOC_CONSTRUCTION_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BIGBLOC_05082024183855_BRSR.pdf
68922.17,405288.0,0.0,,,,4.24,BIKAJI_FOODS_INTERNATIONAL_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BIKAJIFOODS_03092024125602_60.pdf
,151298.0,,,,,302.0,Biocon_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BioconLtd_18072024220510_Biocon_AGM_Intimation_SEs.pdf
17805.0,8245.0,100.0,100.0,,,2.0,Birlasoft_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BSOFT_09072024135105_SEIntimationBRSR.pdf
,,,,,,,Birla_Corporation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BIRLACORP1_12072024212507_BRSR_Intimation.pdf
25569.0,1903281.0,,,,,0.00068,Black_Box_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BBOX_02092024184652_SEBRSR202324.pdf
27737332.0,4812485.0,,18480854.0,,,0.0366,BLISS_GVS_PHARMA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BLISSGVS_03072024201233_IntimationofBRSR.pdf
1060933.0,,,,,,267.46,BLS_E-SERVICES_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/PROJECTSEWA_17082024163150_Intimation_of_BRSR_BLSE_Services_2023_24.pdf
,,,,,,,BLS_International_Services_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BLS_20082024182330_IntimationBRSR19082024.pdf
69090843.17,7183625.54,,51481.44,50.0,,1.0,Blue_Dart_Express_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BLUEDART_25062024195742_SELETTERBRSR2506.pdf
698.0,698.0,698.0,,,,21.83,Blue_Jet_Healthcare_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BLUEJET_02092024205806_brsr.pdf
72744.05,33107.19,0.0,,,,0.100806143,Blue_Star_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BLUESTARCO_13072024205149_BRSRSEIntimation.pdf
,,,,,,,BODAL_CHEMICALS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BODALCHEM_31082024151553_Bodal_Chem_31_08_2024_BRSR.pdf
21920283.36,167642032.0,,,,,1.7,Bombay_Burmah_Trading_Corporation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/KML_23072024162359_SEIntimation_BRSR.pdf
184028490.8,1079524830.0,0.0,95135.94,,,0.0,BOMBAY_DYEING_&_MFG_COMPANY_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Savita_12072024221157_BDMC_coveringletter_BRSR_signed.pdf
194.0,85153.36,,,,,6.4,Borosil_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/SIDBOROLTD_02092024213710_IntimationBRSR.pdf
378393.49,1861662.2,,,,,487.37,Borosil_Renewables_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BORORENEW1_02082024122848_BRSRIntimation.pdf
0.0,88924464000000.0,0.0,582001416000000.0,,,1.11,BOSCH_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BOSCHLTD2024_10072024164042_LettertoSEBRSR2024.pdf
309701633760000.0,81430430339160.0,0.0,,,,0.0,Brigade_Enterprises_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BRIGADE_15072024174935_SEIntimationBRSR.pdf
333880.0,1441966.0,0.0,,,,2.95,Britannia_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BRITANNIA1_19072024002136_BRSR_Signed.pdf
48343489.2,,,,,,1.0,BSE_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BSE_20062024151526_BRSR2324.pdf
20388.0,3909.0,,,,,1.0,Butterfly_Gandhimathi_Appliances_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/BUTTERFLY_22062024144359_SEIntimationforAnnualReportdispatch_signed.pdf
3604.66,122.96,,3727.62,,,1.0,C.E._INFO_SYSTEMS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_17072024174639_MMI_BRSR_FY2024.pdf
121.27,1062.47,,,,,0.1049,Camlin_Fine_Sciences_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CAMLINFINE_09072024093900_BRSR.pdf
68409.82,7530.4,,,,,0.0038,Campus_Activewear_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CAMPUSSHOES_03092024173043_BRSR.pdf
855986.45,498321.452,0.0,6997.83,,,1.0,Canara_Bank_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CANBK_31052024191623_BRSR310524SIGN.pdf
10911908.0,13034.0,0.0,,,,0.0,Cantabil_Retail_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CANTABIL_22082024203149_BRSR2024.pdf
9.73,770.41,,,,,0.051,Can_Fin_Homes_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CANFINHOME_12072024223154_CANFINHOME_BRSR_2024.pdf
63739831.0,49865231.0,,,,,13625.0,CAPACITE_INFRAPROJECTS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CAPACITE_04092024234110_IntimationBRSR2324.pdf
70514511.59,82866984.95,,25444836.0,,,0.12,Caplin_Point_Laboratories_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CAPLINPOINT_06092024204807_BRSRintimation060924.pdf
24026.78,,,,,,30.18,CAPRI_GLOBAL_CAPITAL_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CGCL_28082024143233_BRSR_PDF_Final_signed.pdf
694.0,512.0,0.0,,,,1.0,Carborundum_Universal_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CARBORUNIV_11072024125858_brsr_intimation_sd.pdf
5258.0,177.32,0.0,,,,9.09,CARE_Ratings_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CARERATINGS_14062024220923_CAREBRSR.pdf
2325.0,13.0,,,,,2.39,CARTRADE_TECH_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CARTRADE_05092024184012_Final_Covering_letter_for_BRSR.pdf
22770907.0,29460154.0,,,,,0.0146928008,Carysil_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/ACRYSIL_02092024213149_BRSRIntimationSigned.pdf
8848.0,12385.0,,,,,1.0,Castrol_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CASTROLINDIA_29022024165402_SE_Intimation_BRSRFY2023_29022024.pdf
167149951.0,12252966356.0,,2987262.0,,,709047.52,CCL_PRODUCTS_(INDIA)_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CCL_29082024231004_BRSR.pdf
703854.0,,0.0,,152311.0,,302.0,CEAT_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CEATLTD_01082024185433_CEATSELetterNoticeandIntegratedARFY24.pdf
1619.26,649.93,0.0,,,,1.0,CELLO_WORLD_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CELLO2023_18072024220732_IntimationforBRSR.pdf
702.0,,,702.0,,,1.0,Central_Bank_of_India_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CENTRALBK_25062024173149_Final_BRSR_Report_2024.pdf
513434000.0,0.0029411765,0.0,,,,0.0,Central_Depository_Services_(India)_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CDSL_26072024145355_BRSRSEIntimaitonNSE26072024.pdf
339.01,0.0,,339.01,,,0.06,Centrum_Capital_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CENTRUM_09072024112645_BSENSEIntimation_BRSR.pdf
2335.11,517.32,11147.4,,,,0.0275374,Centum_Electronics_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CENTUME_16072024200430_BRSRIntimation.pdf
580602.67,211235.64,0.0,,,,21.95,Century_Enka_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CENTURYENKA_08082024192351_CL_BRSR_signed.pdf
372508.19,323577.16,,962542.38,,,3.52,Century_Plyboards_(India)_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CENTURYPLY_30082024203945_CPIL_Reg34_BRSR.pdf
235.77,10539.32,,,,,0.00013,Century_Textiles_&_Industries_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CENTURYTEX_01072024144643_FinalBRSR.pdf
74.0,327863.0,,52112.0,,,14.95,Cera_Sanitaryware_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CERA_14062024165940_CERABRSR14062024s.pdf
64162.48,62816233.88,,1156.89,,,,CESC_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CESC_27072024223208_1.pdf
124830.0,,0.0,,,,4.0,CG_Power_and_Industrial_Solutions_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CGPOWER_29062024232811_Disclosure_BRSR_2023_24_final.pdf
71072.52,85668.79,,,,,0.24,Chalet_Hotels_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CHALET_16072024155604_Regulation34BRSR15072024.pdf
3746215.62,2383172.93,,16263983.81,,,1.0,CHAMAN_LAL_SETIA_EXPORTS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CLSEL_09092024164209_BRSR202324.pdf
23607684.0,1611200.0,104924293.0,,,,14387.37,CHEMCON_SPECIALITY_CHEMICALS_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CHEMCON_03092024192440_BRSR2024uploaded03092024.pdf
339141.2,5433658.7,36.0,,,,18.21,Chemplast_Sanmar_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CHEMPLASTS_13072024141012_InitmationCSLBRSR2024.pdf
17472.55,21722.95,,,,,3.38,CHENNAI_PETROLEUM_CORPORATION_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CHENNPETRO_14072024220656_BRSR.pdf
689736.0,,,689736.0,,,1.0,Choice_International_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CHOICE_30082024180640_upload.pdf
86509.0,5076.0,0.0,,,,1.0,Cholamandalam_Financial_Holdings_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CHOLAHLDNG_18072024205907_SEIntimation.pdf
71497.37,5076.04,0.0,,,,6.0,Cholamandalam_Investment_and_Finance_Company_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/lakshmits_04072024235557_SE_LetterBRSR_report_2024.pdf
110254708.7,47354735.98,0.0,,2023.0,,1.0,CIE_Automotive_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/MAHINDRACIE_23052024234337_CIEIndiaBRSR.pdf
7764.0,856.0,,,,,3.0,Cigniti_Technologies_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CIGNITITEC_28082024171245_BRSRtoSE.pdf
903539.0,531498.0,,,,,127.62,Cipla_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CIPLA_26072024213241_CiplaBRSRFY202324signed.pdf
132552.33,35781.06,,,,,0.012,CITY_UNION_BANK_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CUB_30072024191836_BRSRREPORT2024.pdf
37809.0,1056834.0,31869.0,72513.0,,,66.901,Clean_Science_and_Technology_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CLEAN_09082024180432_BRSR_CSTL.pdf
78522.0,412156.0,,,,,121.46,CMS_Info_Systems_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CMSINFO_15072024223141_BRSRCMS2024sd.pdf
15385001.13,1816415.201,,,,,22328.48,COAL_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/COALINDIA_27072024144017_brsrfinal.pdf
114729.02,16598.63,0.0,,,,7.831145524e-05,Cochin_Shipyard_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Aswi4739_07092024145150_SE_Intimation_BRSR_2024.pdf
,,,,,,598.0,Coforge_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/COFORGE_01082024192514_BRSR_Intimation.pdf
142876.8,39875.25,,,,,1.69,Colgate_Palmolive_(India)_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CPIL_02072024165347_SEIntimationBRSR.pdf
23290.79,688.79,0.0,24217.98,,,2.05,Computer_Age_Management_Services_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Keerthana_07062024193451_BRSR.pdf
,280971.46,,,,,1.0,Concord_Biotech_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CONCORD_07062024182157_BRSRReport.pdf
,,,,,,1.0,CONFIDENCE_PETROLEUM_INDIA_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CONFIPET_10092024204751_CPILBRSR202324.pdf
80970.5,360634.36,,,,,,Container_Corporation_of_India_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CONCOR_30082024181906_BRSR_2324.pdf
3448677.6,98789793.43,0.0,0.0,,,9.05,Control_Print_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CONTROLPR_18072024184721_intimationBRSRSD.pdf
792989.94,1515204.0,0.0,,,,0.58,COROMANDEL_INTERNATIONAL_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/COROMANDELINT_16072024221349_SEIntimationBRSR_FY2324_Sd.pdf
675144331.0,409424781.0,,,60.0,,7777.0,COSMO_FIRST_LIMITED_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/COSMOFILMS_09072024165337_Intimation_BRSR.pdf
425585570.7,10339377.34,119796399.7,,,,17.32,Craftsman_Automation_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CRAFTSMAN_12072024145524_BRSRupdatednseIntimation.pdf
21590.0,229434.0,,251024.0,,,4853.0,CreditAccess_Grameen_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CREDITACC_17072024152205_CAGL_BRSRReport_16072024.pdf
9053.0,1283.0,0.0,,,,2.0,CRISIL_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/CRISIL_22032024201322_SignedBSENSEfinal.pdf
32144.89,7007.7,,,,,0.0,Crompton_Greaves_Consumer_Electricals_Limited_2023.0.pdf,,https://nsearchives.nseindia.com/corporate/Crompton123_14062024143622_BRSR.pdf
